id,eventId,minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
2248242567,431,37,36,Tottenham,41.9,36.4,1,Pass,Successful,10,46.7,26.1
2248242583,432,37,41,Tottenham,47.2,25.8,1,Pass,Successful,21,55,28
2248242587,433,37,43,Tottenham,58.6,20.6,1,Pass,Successful,10,63,3.1
2248242599,434,37,45,Tottenham,63.5,4.4,1,Pass,Successful,2,60.4,15.3
2248242617,435,37,46,Tottenham,61.6,15.2,1,Pass,Successful,10,44.1,16.5
2248242627,436,37,49,Tottenham,44.1,16.5,1,Pass,Successful,28,40.7,44.5
2248242653,437,37,51,Tottenham,40.7,44.5,1,Pass,Successful,4,43.7,63
2248242683,438,37,55,Tottenham,58.6,69,1,Pass,Successful,15,69.9,8.9
2248242693,439,38,0,Tottenham,72.6,15.2,1,Pass,Successful,2,67.4,20.9
2248242719,440,38,1,Tottenham,67.4,21.2,1,Pass,Successful,10,68.3,34
2248242749,441,38,4,Tottenham,69.8,30.9,1,Pass,Successful,21,66.3,12.5
2248242769,442,38,7,Tottenham,67,12,1,Pass,Successful,28,76.8,19.7
2248242775,443,38,9,Tottenham,76.8,19.7,1,Pass,Successful,2,72.6,35.4
2248242781,444,38,10,Tottenham,72.7,35.4,1,Pass,Successful,8,64.6,30.7
2248242787,445,38,11,Tottenham,65.2,30.7,1,Pass,Successful,10,76.3,26.2
2248242801,446,38,12,Tottenham,75.9,26.5,1,Pass,Successful,8,77.3,45.7
2248242819,447,38,16,Tottenham,85.9,55.5,1,Pass,Successful,10,95.3,66.1
2248242821,448,38,18,Tottenham,97,64.9,1,Pass,Unsuccessful,18,95,61.5
2248242829,273,38,18,Leeds,2.9,38,1,BlockedPass,Successful,365371,,
2248242835,274,38,21,Leeds,6.9,29.6,1,BallRecovery,Successful,121734,,
2248242863,275,38,22,Leeds,3.7,17.9,1,Pass,Successful,121734,16.6,16.6
2248242869,276,38,27,Leeds,15,10.7,1,Foul,Successful,369557,,
2248242865,449,38,27,Tottenham,85,89.3,1,Foul,Unsuccessful,8,,
2248242875,277,38,29,Leeds,16.4,5.8,1,Pass,Successful,121734,11.7,13.6
2248242885,278,38,31,Leeds,11.7,14.8,1,Pass,Successful,365371,20.3,23.9
2248242891,279,38,34,Leeds,27.9,23.9,1,Pass,Successful,106868,31.7,80.9
2248242903,280,38,38,Leeds,32.3,83.6,1,Pass,Successful,121544,52.5,59.9
2248242905,281,38,39,Leeds,52.5,59.9,1,BallTouch,Unsuccessful,402185,,
2248242899,450,38,40,Tottenham,55.7,17.6,1,BallRecovery,Successful,28,,
2248242927,451,38,43,Tottenham,61.9,18.3,1,Pass,Successful,28,77.1,62.4
2248242929,452,38,46,Tottenham,81.6,62.7,1,TakeOn,Unsuccessful,10,,
2248242941,282,38,46,Leeds,18.4,37.3,1,Tackle,Successful,365371,,
2248242945,283,38,50,Leeds,24.5,41.9,1,BallRecovery,Successful,106868,,
2248242949,284,38,50,Leeds,24.5,41.9,1,Pass,Successful,106868,36.4,22
2248242959,285,38,52,Leeds,41.2,28.6,1,TakeOn,Successful,369557,,
2248242955,453,38,52,Tottenham,58.8,71.4,1,Challenge,Unsuccessful,18,,
2248242969,286,38,54,Leeds,40.4,29.2,1,Pass,Successful,369557,62.7,5
2248242973,287,38,57,Leeds,65.3,5.6,1,TakeOn,Unsuccessful,382939,,
2248242979,454,38,57,Tottenham,34.7,94.4,1,Tackle,Successful,15,,
2248243041,289,39,7,Leeds,64.2,0,1,Pass,Successful,121734,48,12.8
2248243055,290,39,10,Leeds,47.1,15.4,1,Pass,Successful,106868,46.6,67.1
2248243063,291,39,14,Leeds,46.7,71.4,1,Pass,Unsuccessful,121544,62.2,91.8
2248243065,456,39,16,Tottenham,36.8,9.8,1,Interception,Successful,28,,
2248243119,293,39,22,Leeds,39.5,100,1,Pass,Successful,121544,35.5,91.7
2248243135,294,39,26,Leeds,35.9,80.9,1,Pass,Successful,279711,45.7,67.5
2248243157,295,39,28,Leeds,45.6,67.8,1,Pass,Successful,106868,43.8,75.9
2248243161,296,39,31,Leeds,43.8,75.9,1,Pass,Successful,279711,59.8,72.2
2248243193,297,39,32,Leeds,59.8,72.2,1,Pass,Successful,141533,66.6,83.1
2248243221,298,39,37,Leeds,58.4,72.8,1,Pass,Successful,402185,55.7,7.9
2248243231,299,39,43,Leeds,42.8,14.3,1,Pass,Successful,121734,31.9,24.8
2248243239,300,39,44,Leeds,31.9,24.8,1,Pass,Successful,365371,33.1,65.6
2248243253,301,39,48,Leeds,33.2,65.4,1,Pass,Unsuccessful,362276,91.2,29
2248243263,458,39,53,Tottenham,9.2,74.2,1,BallRecovery,Successful,1,,
2248243281,459,39,55,Tottenham,9.2,74.2,1,Pass,Successful,1,21.3,75.6
2248243293,460,39,57,Tottenham,21.3,75.9,1,Pass,Successful,15,13.1,51
2248243307,461,40,0,Tottenham,12.8,51.8,1,Pass,Successful,1,19.8,76.1
2248243319,462,40,3,Tottenham,21.5,77.3,1,Pass,Successful,15,10.4,59.1
2248243325,463,40,5,Tottenham,9.6,59.3,1,Pass,Successful,1,23.3,59.4
2248243333,464,40,6,Tottenham,22.9,59.4,1,Pass,Successful,8,18.4,50.6
2248243351,465,40,9,Tottenham,14.4,40.4,1,Pass,Successful,4,18.9,11.4
2248243367,466,40,12,Tottenham,18,12.2,1,Pass,Successful,28,6.2,24.1
2248243383,467,40,13,Tottenham,6.2,24.1,1,Pass,Successful,4,3.5,47.8
2248243409,468,40,16,Tottenham,6.6,51.6,1,Pass,Successful,1,28,60.6
2248243451,469,40,21,Tottenham,38.1,60.2,1,Pass,Successful,16,55.8,28.3
2248243457,470,40,28,Tottenham,75.3,49,1,Pass,Unsuccessful,10,85.3,45.5
2248243459,302,40,30,Leeds,16.2,48.7,1,Interception,Successful,365371,,
2248243487,303,40,31,Leeds,16.9,48.5,1,Clearance,Successful,365371,25.2,54
2248243467,471,40,31,Tottenham,75.3,41.2,1,Pass,Unsuccessful,8,86.5,43.1
2248243489,304,40,33,Leeds,20.8,50.4,1,Interception,Successful,362276,,
2248243503,472,40,34,Tottenham,81.5,44.2,1,SavedShot,Successful,9,,
2248243509,305,40,34,Leeds,19.8,52.7,1,Save,Successful,365371,,
2248243507,473,40,35,Tottenham,79.6,43.7,1,BallTouch,Successful,9,,
2248243529,306,40,38,Leeds,20.3,46.7,1,Clearance,Successful,279711,31,38.6
2248243533,307,40,39,Leeds,31,38.6,1,BallRecovery,Successful,382939,,
2248243543,308,40,39,Leeds,31,38.6,1,Pass,Successful,382939,27.9,50.1
2248243557,309,40,40,Leeds,27.9,50.1,1,Pass,Successful,141533,25.4,43.3
2248243561,310,40,41,Leeds,25.4,43.3,1,Pass,Unsuccessful,106868,31.3,51
2248243541,474,40,42,Tottenham,64.1,40.6,1,Interception,Successful,28,,
2248243551,475,40,43,Tottenham,66.4,53.1,1,BallRecovery,Successful,18,,
2248243591,476,40,44,Tottenham,66.5,53.7,1,Pass,Successful,18,33,29.1
2248243601,477,40,49,Tottenham,33.2,14.9,1,Pass,Successful,4,45.5,23.9
2248243625,478,40,51,Tottenham,45.8,23.9,1,Pass,Successful,28,46.3,34.9
2248243641,479,40,56,Tottenham,53.4,40.3,1,Pass,Successful,8,58.9,44.9
2248243653,480,40,58,Tottenham,55,50.3,1,Pass,Successful,10,43.8,59.1
2248243665,481,41,0,Tottenham,42.9,60.3,1,Pass,Successful,15,48.9,69.9
2248243675,482,41,1,Tottenham,48.3,69.9,1,Pass,Successful,18,39.5,60.3
2248243693,483,41,3,Tottenham,38.6,60.3,1,Pass,Successful,15,39.8,35.1
2248243715,484,41,7,Tottenham,41.2,35.2,1,Pass,Successful,4,40.1,62.9
2248243733,485,41,12,Tottenham,45.8,70.5,1,Pass,Successful,15,63.9,66.9
2248243739,486,41,14,Tottenham,56,66.6,1,Pass,Unsuccessful,16,55.9,62.9
2248243751,311,41,14,Leeds,47.9,34.6,1,BlockedPass,Successful,106868,,
2248243757,312,41,17,Leeds,64.7,45.8,1,BallRecovery,Successful,402185,,
2248243759,313,41,17,Leeds,64.7,45.8,1,Pass,Unsuccessful,402185,76.9,39.4
2248243781,487,41,19,Tottenham,29.9,60.9,1,BallRecovery,Successful,15,,
2248243797,488,41,19,Tottenham,29.8,61.2,1,Pass,Successful,15,4.9,56.4
2248243825,489,41,23,Tottenham,5,49.7,1,Pass,Successful,1,45.3,2.6
2248243827,490,41,27,Tottenham,45.2,4,1,Dispossessed,Successful,2,,
2248243831,314,41,27,Leeds,54.8,96,1,Tackle,Unsuccessful,121544,,
2248243849,491,41,28,Tottenham,33,7.3,1,Pass,Successful,28,42.3,6.8
2248243853,492,41,31,Tottenham,44.5,11.6,1,Pass,Successful,10,63.6,2.8
2248243887,493,41,33,Tottenham,63.8,3.4,1,Pass,Successful,2,44.9,10.3
2248243897,494,41,38,Tottenham,52.1,9.2,1,Pass,Successful,10,41.6,15
2248243909,495,41,40,Tottenham,43.6,16.1,1,Pass,Successful,28,45.6,40
2248243911,496,41,42,Tottenham,47,40.6,1,Pass,Successful,8,55.6,44.6
2248243919,497,41,43,Tottenham,55.1,44.6,1,Pass,Successful,21,46.8,42.7
2248243931,498,41,44,Tottenham,46.9,46.4,1,Pass,Successful,8,46.1,70
2248243941,499,41,47,Tottenham,46.2,72.4,1,Pass,Successful,15,71.1,93.6
2248243951,500,41,49,Tottenham,74.6,92.4,1,Pass,Successful,18,73.5,82.3
2248243961,501,41,51,Tottenham,74.4,80.6,1,Pass,Unsuccessful,16,67.6,84.7
2248243981,315,41,53,Leeds,29.4,9.7,1,Interception,Successful,106868,,
2248243983,316,41,54,Leeds,33.1,11.6,1,Challenge,Unsuccessful,106868,,
2248243991,502,41,54,Tottenham,66.9,88.4,1,TakeOn,Successful,18,,
2248243999,503,41,55,Tottenham,65.4,96,1,Pass,Successful,18,40.8,88
2248244013,504,41,57,Tottenham,36.3,83,1,Pass,Successful,15,36,53.3
2248244035,505,42,1,Tottenham,35.3,49.4,1,Pass,Successful,4,39,19.7
2248244041,506,42,5,Tottenham,44.3,20.1,1,Pass,Successful,28,55.5,27.1
2248244051,507,42,7,Tottenham,55.3,27.1,1,Pass,Successful,21,68.2,22.5
2248244053,508,42,8,Tottenham,68.2,22.5,1,Pass,Successful,10,59.5,24.6
2248244063,509,42,9,Tottenham,59.2,23.3,1,Pass,Successful,21,67.6,24.4
2248244069,510,42,10,Tottenham,67.4,24.4,1,Pass,Successful,10,56,14.3
2248244089,511,42,11,Tottenham,56,14.3,1,Pass,Successful,28,60.5,21.2
2248244103,512,42,15,Tottenham,54.6,24.1,1,Pass,Successful,10,47.8,66.9
2248244115,513,42,17,Tottenham,50.4,68.5,1,Pass,Successful,15,54.1,47.6
2248244127,514,42,20,Tottenham,54.1,47.8,1,Pass,Successful,8,61.4,28.8
2248247951,556,42,21,Tottenham,76.7,24.6,1,BallTouch,Unsuccessful,9,,
2248244339,323,42,22,Leeds,37.5,71.3,1,Interception,Successful,141533,,
2248244133,515,42,22,Tottenham,60,41.6,1,TakeOn,Unsuccessful,10,,
2248244147,317,42,22,Leeds,40,58.4,1,Tackle,Unsuccessful,279711,,
2248244159,516,42,24,Tottenham,58.3,39.8,1,Pass,Successful,8,56.9,15.8
2248244185,517,42,26,Tottenham,56.8,15.8,1,Pass,Successful,28,57.5,28.5
2248244195,518,42,28,Tottenham,58.4,23.7,1,Pass,Unsuccessful,8,68.2,24.4
2248244211,318,42,32,Leeds,28.5,74.9,1,BallTouch,Successful,362276,,
2248244247,319,42,33,Leeds,28.5,75.9,1,Pass,Successful,362276,24.9,86.3
2248244251,320,42,34,Leeds,24.9,86.3,1,BallRecovery,Successful,121544,,
2248244255,321,42,34,Leeds,24.9,86.3,1,Pass,Successful,121544,35.3,90.6
2248244259,322,42,35,Leeds,34.7,94.2,1,Foul,Successful,141533,,
2248244253,519,42,35,Tottenham,65.3,5.8,1,Foul,Unsuccessful,28,,
2248244389,324,42,55,Leeds,38,84.6,1,Pass,Unsuccessful,121544,37.4,8.8
2248244403,325,42,55,Leeds,37.4,8.8,1,Pass,Successful,121734,80.1,22.3
2248244411,326,42,56,Leeds,79.4,23.6,1,Aerial,Successful,382939,,
2248244407,520,42,56,Tottenham,20.6,76.4,1,Aerial,Unsuccessful,15,,
2248245661,362,42,57,Leeds,78.5,19.4,1,Pass,Unsuccessful,382939,71.6,16
2248244421,522,42,59,Tottenham,32.2,73.5,1,BallRecovery,Successful,18,,
2248244429,523,42,59,Tottenham,27.6,74.2,1,Pass,Successful,18,16.3,62.3
2248244449,524,43,1,Tottenham,15.1,62.4,1,Pass,Successful,4,32.4,56.6
2248244467,525,43,5,Tottenham,36.8,47.5,1,Pass,Successful,8,62.6,23.9
2248244469,526,43,9,Tottenham,70.8,27.8,1,Dispossessed,Successful,10,,
2248244473,327,43,9,Leeds,29.2,72.2,1,Tackle,Unsuccessful,279711,,
2248244485,527,43,11,Tottenham,91,23.6,1,Pass,Successful,2,89.6,31.6
2248244489,528,43,13,Tottenham,93.4,39.8,1,TakeOn,Unsuccessful,10,,
2248244491,328,43,13,Leeds,6.6,60.2,1,Tackle,Unsuccessful,362276,,
2248244861,329,43,15,Leeds,11.4,56,1,Pass,Unsuccessful,106868,9.8,65.7
2248244521,547,43,15,Tottenham,93.1,37.7,1,Pass,Successful,10,88.3,42.2
2248244513,530,43,16,Tottenham,90.1,42.1,1,Pass,Successful,9,91.6,31
2248244527,531,43,18,Tottenham,97.1,29.8,1,Pass,Successful,2,81.7,47.8
2248244529,532,43,20,Tottenham,81.5,47.8,1,SavedShot,Successful,8,,
2248244533,330,43,20,Leeds,12.2,50.4,1,Save,Successful,106868,,
2248244549,331,43,23,Leeds,14.3,34,1,Clearance,Successful,369557,12.9,21.2
2248244541,533,43,26,Tottenham,87.7,84.8,1,Pass,Successful,16,75.9,89.7
2248244551,534,43,27,Tottenham,76.7,89.4,1,Pass,Successful,18,85.1,92.6
2248244553,535,43,28,Tottenham,84.1,92.7,1,Pass,Successful,16,75.6,93.5
2248244557,536,43,30,Tottenham,75.6,93.5,1,Pass,Successful,18,56.5,84.7
2248244571,537,43,33,Tottenham,56.3,78.1,1,Pass,Successful,15,68.9,75.1
2248244579,538,43,35,Tottenham,67.4,74.2,1,Pass,Successful,21,67,56.4
2248244585,539,43,38,Tottenham,67,57.2,1,Pass,Successful,8,76.9,22.5
2248244589,540,43,41,Tottenham,77.3,24.5,1,TakeOn,Unsuccessful,2,,
2248244599,332,43,41,Leeds,22.7,75.5,1,Tackle,Unsuccessful,121544,,
2248244597,541,43,42,Tottenham,78.1,23.6,1,BallTouch,Successful,2,,
2248244601,333,43,44,Leeds,24.9,70.8,1,BallRecovery,Successful,141533,,
2248244609,334,43,44,Leeds,24.9,70.8,1,Pass,Successful,141533,31.6,71.9
2248244623,335,43,46,Leeds,31.6,71.9,1,Pass,Successful,402185,34.5,65.1
2248244639,336,43,51,Leeds,64.8,65,1,Pass,Unsuccessful,141533,86.1,57.9
2248244653,542,43,54,Tottenham,10.2,41.3,1,BallRecovery,Successful,1,,
2248244691,543,43,55,Tottenham,10.2,41.3,1,Pass,Successful,1,24.6,63.7
2248244731,544,44,0,Tottenham,24.6,63.7,1,Pass,Successful,18,43.9,60
2248244743,545,44,4,Tottenham,43.8,59.1,1,Pass,Successful,16,86.2,45.5
2248244745,546,44,5,Tottenham,86.1,45.5,1,SavedShot,Successful,10,,
2248244751,338,44,6,Leeds,9.6,53.6,1,Save,Successful,91254,,
2248244749,337,44,6,Leeds,12.2,51.3,1,KeeperPickup,Successful,91254,,
2248244789,339,44,13,Leeds,15.8,53.1,1,Pass,Successful,91254,37.4,65
2248244825,340,44,22,Leeds,47.1,73.5,1,Pass,Successful,279711,51.9,90.3
2248244847,341,44,24,Leeds,52.5,89.9,1,Pass,Successful,121544,41.8,80.4
2248244859,342,44,28,Leeds,46.5,69,1,Pass,Successful,279711,47.4,31.4
2248244869,343,44,31,Leeds,54.8,30.1,1,Pass,Successful,365371,62.7,16.6
2248244879,344,44,34,Leeds,61.2,10.6,1,Pass,Successful,369557,62.8,3.4
2248244903,345,44,35,Leeds,62.8,3.4,1,Pass,Successful,121734,45.8,21.5
2248244927,346,44,40,Leeds,46.3,29,1,Pass,Successful,365371,53.5,73.4
2248244931,347,44,43,Leeds,53.7,77,1,Pass,Successful,279711,68,95.6
2248244955,348,44,44,Leeds,68,95.6,1,Pass,Successful,121544,89.7,89.1
2248244977,349,44,48,Leeds,88.6,90.5,1,Pass,Successful,141533,72.3,78.9
2248245029,350,44,52,Leeds,71.5,78.5,1,Pass,Successful,279711,76.8,13.3
2248245045,351,45,4,Leeds,85.6,8.8,1,Pass,Unsuccessful,121734,100,73.1
2248245265,550,45,37,Tottenham,3.2,46.6,1,Pass,Unsuccessful,1,73.7,82.3
2248245275,353,45,43,Leeds,34.7,15.4,1,BallRecovery,Successful,121734,,
2248245289,354,45,46,Leeds,20.6,8,1,Pass,Successful,121734,12,24.1
2248245303,355,45,48,Leeds,9.2,23.2,1,Pass,Successful,365371,12.2,10.9
2248245307,356,45,51,Leeds,14.2,7.7,1,TakeOn,Unsuccessful,121734,,
2248245313,551,45,51,Tottenham,85.8,92.3,1,Tackle,Unsuccessful,16,,
2248245311,357,45,52,Leeds,10.9,8.6,1,BallTouch,Successful,121734,,
2248245325,552,45,53,Tottenham,83.5,93,1,BallRecovery,Successful,16,,
2248245335,553,45,54,Tottenham,83.4,93,1,Pass,Unsuccessful,16,90,87.8
2248245331,358,45,54,Leeds,12.3,5.5,1,BallRecovery,Successful,121734,,
2248245339,359,45,55,Leeds,12.3,5.5,1,Pass,Unsuccessful,121734,30.8,0
2248245357,361,45,57,Leeds,0,0,1,End,Successful,,,
2248245359,555,45,57,Tottenham,0,0,1,End,Successful,,,
2248248449,364,45,0,Leeds,0,0,2,SubstitutionOff,Successful,402185,,
2248248453,365,45,0,Leeds,0,0,2,SubstitutionOn,Successful,362355,,
2248248581,366,45,0,Leeds,0,0,2,Start,Successful,,,
2248248583,557,45,0,Tottenham,0,0,2,Start,Successful,,,
2248248589,367,45,0,Leeds,49.9,50,2,Pass,Successful,362355,44.3,56.6
2248248593,368,45,2,Leeds,44.3,56.6,2,Pass,Successful,279711,38.7,39.2
2248248599,369,45,4,Leeds,38.7,39.2,2,Pass,Successful,106868,36.8,8.5
2248248605,370,45,5,Leeds,36.8,8.5,2,Pass,Successful,121734,25.8,26.8
2248248613,371,45,9,Leeds,22.7,37.6,2,Pass,Successful,365371,22.8,83
2248248621,372,45,12,Leeds,22.8,83,2,Pass,Unsuccessful,362276,59.8,64.2
2248248631,558,45,14,Tottenham,39,34.8,2,Pass,Successful,4,58.5,5.2
2248248635,559,45,16,Tottenham,59.4,5.2,2,BallRecovery,Successful,2,,
2248248637,560,45,17,Tottenham,60.8,3.7,2,TakeOn,Unsuccessful,2,,
2248248643,373,45,17,Leeds,39.2,96.3,2,Tackle,Successful,279711,,
2248248695,562,45,37,Tottenham,70.4,0,2,Pass,Successful,2,74.6,3.4
2248248701,563,45,40,Tottenham,70,3.8,2,Pass,Successful,10,39.8,64.8
2248248707,564,45,45,Tottenham,36.4,80,2,Pass,Successful,15,41.6,88.9
2248248709,565,45,47,Tottenham,42,87.7,2,Pass,Successful,18,38.1,76.9
2248248723,566,45,48,Tottenham,39.8,73,2,Pass,Successful,15,38.9,49.9
2248248743,567,45,51,Tottenham,37.2,50.6,2,Pass,Successful,4,37.7,69.3
2248248749,568,45,55,Tottenham,54.6,81.2,2,Pass,Successful,15,64.9,80.9
2248248753,569,45,56,Tottenham,64.7,81.2,2,Pass,Successful,16,60.1,95
2248248763,570,45,57,Tottenham,60.1,95.1,2,Pass,Successful,18,71.6,85.6
2248248769,571,46,0,Tottenham,75.4,75.6,2,Pass,Successful,16,92.6,71.2
2248248771,572,46,2,Tottenham,91.8,69.2,2,SavedShot,Successful,9,,
2248248775,375,46,2,Leeds,7.7,41,2,Save,Successful,362276,,
2248248779,376,46,4,Leeds,10.2,38.6,2,TakeOn,Unsuccessful,106868,,
2248248785,573,46,4,Tottenham,89.8,61.4,2,Tackle,Successful,9,,
2248248787,574,46,6,Tottenham,88.6,61.4,2,TakeOn,Unsuccessful,9,,
2248248797,377,46,6,Leeds,11.4,38.6,2,Tackle,Successful,365371,,
2248248799,378,46,10,Leeds,17,12.4,2,BallRecovery,Successful,121734,,
2248248801,379,46,10,Leeds,17,12.4,2,Pass,Successful,121734,25.9,3.4
2248248803,380,46,11,Leeds,25.9,3.4,2,Pass,Unsuccessful,369557,28.2,4.9
2248248807,575,46,11,Tottenham,65.9,95.6,2,BlockedPass,Successful,15,,
2248248837,382,46,20,Leeds,28.1,0,2,Pass,Successful,121734,33.3,25
2248248845,383,46,22,Leeds,34.7,30.5,2,Pass,Successful,279711,40,65.1
2248248861,384,46,25,Leeds,42.4,62.3,2,Pass,Successful,121544,55.1,82.7
2248248875,385,46,29,Leeds,57.9,64.2,2,Pass,Successful,141533,55.5,64.4
2248248877,386,46,36,Leeds,58.3,72.3,2,Pass,Successful,362355,65.7,94.7
2248248887,387,46,37,Leeds,65.7,94.7,2,Pass,Successful,121544,61.2,77.7
2248248897,388,46,39,Leeds,63.8,62.9,2,Pass,Successful,362355,64.2,40.3
2248248903,389,46,44,Leeds,73.6,30.2,2,SavedShot,Successful,369557,,
2248248915,578,46,44,Tottenham,2,51.3,2,Save,Successful,1,,
2248248909,577,46,45,Tottenham,2,51.3,2,KeeperPickup,Successful,1,,
2248248933,579,46,50,Tottenham,11.5,49.7,2,Pass,Successful,1,23.1,52.5
2248248969,580,47,0,Tottenham,23.1,52.5,2,Pass,Successful,4,9.7,51.8
2248248977,581,47,3,Tottenham,9,51.8,2,Pass,Successful,1,14.5,41.9
2248248989,582,47,4,Tottenham,14.5,41.9,2,Pass,Successful,4,10.6,52.7
2248248993,583,47,8,Tottenham,12.6,55.4,2,Pass,Unsuccessful,1,60,79.7
2248249003,390,47,13,Leeds,40.4,21.2,2,Interception,Successful,279711,,
2248249019,584,47,17,Tottenham,84.9,94.5,2,Pass,Unsuccessful,16,83,93.6
2248249021,391,47,17,Leeds,19.4,5.9,2,BlockedPass,Successful,121734,,
2248249029,392,47,20,Leeds,19.4,5.9,2,BallTouch,Unsuccessful,121734,,
2248249039,393,47,21,Leeds,18.2,6.2,2,CornerAwarded,Unsuccessful,121734,,
2248249041,585,47,21,Tottenham,81.8,93.8,2,CornerAwarded,Successful,16,,
2248249089,586,47,41,Tottenham,99.5,99.5,2,Pass,Successful,16,88,93.3
2248249093,587,47,42,Tottenham,87.6,92.9,2,Pass,Successful,10,69.6,81.4
2248249103,588,47,43,Tottenham,69.8,81.5,2,Pass,Successful,18,85.4,93.6
2248249111,589,47,45,Tottenham,85.4,93.6,2,Pass,Successful,10,77.5,83.9
2248249117,590,47,47,Tottenham,77.6,82.7,2,Pass,Successful,18,84,93.2
2248249127,591,47,49,Tottenham,83.8,92.3,2,Pass,Successful,10,66,54.5
2248249137,592,47,53,Tottenham,67.4,55.3,2,Pass,Successful,8,94.7,61.4
2248249333,601,47,54,Tottenham,85.9,63,2,BallTouch,Unsuccessful,10,,
2248249173,395,48,2,Leeds,4.4,49.4,2,Pass,Successful,91254,17.1,91.1
2248249187,396,48,7,Leeds,37.9,90.8,2,Pass,Successful,121544,33.7,77.7
2248249195,397,48,10,Leeds,31.2,68.3,2,Pass,Successful,279711,35.1,7.6
2248249211,398,48,14,Leeds,36.6,19.1,2,Pass,Successful,121734,28.3,26.9
2248249215,399,48,18,Leeds,29.3,28.7,2,Pass,Successful,365371,22.2,61.8
2248249227,400,48,20,Leeds,22.4,65.1,2,Pass,Successful,362276,45.7,84.5
2248249229,401,48,25,Leeds,57.9,78.2,2,Pass,Unsuccessful,121544,62.7,73.8
2248249231,594,48,25,Tottenham,39.2,27.3,2,Interception,Successful,28,,
2248249235,595,48,26,Tottenham,42.5,28.2,2,BallRecovery,Successful,8,,
2248249255,597,48,31,Tottenham,42.9,19.6,2,Foul,Successful,8,,
2248249259,403,48,31,Leeds,57.1,80.4,2,Foul,Unsuccessful,141533,,
2248249305,598,48,50,Tottenham,45.7,21.6,2,Pass,Successful,28,58.8,96.5
2248249313,599,48,54,Tottenham,56.8,95.6,2,Pass,Unsuccessful,18,60.9,94.1
2248249321,404,48,54,Leeds,35.9,1.9,2,BlockedPass,Successful,369557,,
2248260527,11411,49,,Leeds,62.1,73.4,2,OffsideGiven,Unsuccessful,362355,,
2248249351,602,49,3,Tottenham,69.4,100,2,Pass,Successful,18,61.6,89.9
2248249361,603,49,4,Tottenham,58.6,92.4,2,Pass,Successful,21,32,95.1
2248249371,604,49,6,Tottenham,31,92.4,2,Pass,Successful,15,31,59.1
2248249389,605,49,11,Tottenham,31,59.1,2,Pass,Successful,4,26.3,81.8
2248249397,606,49,13,Tottenham,26.2,81.8,2,Pass,Successful,15,49.3,93.9
2248249409,607,49,17,Tottenham,50.8,91.7,2,Pass,Successful,18,42.1,83.3
2248249431,608,49,20,Tottenham,45,76.1,2,Pass,Successful,21,57.4,10.6
2248249445,609,49,26,Tottenham,66.2,16.8,2,Pass,Successful,28,65.2,27.9
2248249453,610,49,30,Tottenham,75,17.6,2,Pass,Successful,8,85.6,7.3
2248249463,611,49,31,Tottenham,85.3,7.4,2,Pass,Successful,2,75.4,2.5
2248249471,612,49,36,Tottenham,74,2,2,Pass,Successful,8,72.9,34.2
2248249479,613,49,38,Tottenham,71.5,37.3,2,Pass,Successful,10,79.9,46
2248249487,614,49,39,Tottenham,80.3,43.7,2,Pass,Successful,9,76.4,55.4
2248249491,615,49,43,Tottenham,85,63,2,Pass,Successful,10,94.1,73
2248249497,616,49,44,Tottenham,94.8,73.6,2,Pass,Unsuccessful,18,93.7,68.2
2248249505,406,49,47,Leeds,7.9,30.2,2,BallTouch,Successful,121734,,
2248249515,407,49,49,Leeds,6.4,35.2,2,Pass,Successful,362276,7.5,27.2
2248249521,408,49,51,Leeds,8.2,25.7,2,Pass,Successful,121734,46.4,56.6
2248249523,409,49,52,Leeds,46.4,56.6,2,BallRecovery,Successful,382939,,
2248249525,410,49,52,Leeds,46.4,56.6,2,Pass,Successful,382939,32.1,86.1
2248249527,411,49,55,Leeds,43.2,90.7,2,OffsidePass,Successful,141533,62.1,73.4
2248249555,618,49,55,Tottenham,27.8,35.8,2,OffsideProvoked,Successful,4,,
2248249565,619,50,9,Tottenham,27.2,34.5,2,Pass,Successful,4,43,34.9
2248249927,633,50,10,Tottenham,43.1,31.5,2,Pass,Successful,8,44.6,52.5
2248249571,620,50,11,Tottenham,46.6,60,2,Pass,Successful,21,70,74.7
2248249575,621,50,12,Tottenham,69.8,73.2,2,Pass,Successful,16,81.8,85
2248249581,622,50,13,Tottenham,85.4,86.6,2,Pass,Successful,18,87.3,54.6
2248249589,623,50,15,Tottenham,87.9,54.2,2,MissedShots,Successful,9,,
2248249627,413,50,32,Leeds,4.1,49,2,Pass,Successful,91254,9,25.6
2248249629,414,50,32,Leeds,9,25.6,2,Pass,Successful,365371,16.1,4.9
2248249639,415,50,33,Leeds,16.1,4.9,2,Pass,Successful,121734,25.3,17.8
2248249643,416,50,37,Leeds,35.1,17.6,2,Dispossessed,Successful,369557,,
2248249641,625,50,37,Tottenham,64.9,82.4,2,Tackle,Unsuccessful,18,,
2248249661,417,50,43,Leeds,69.6,15.2,2,Pass,Successful,121734,80.3,12.1
2248249671,418,50,45,Leeds,83.5,11.6,2,Pass,Unsuccessful,369557,92,100
2248249773,627,51,14,Tottenham,14.3,0,2,Pass,Unsuccessful,2,21.9,8.5
2248249785,628,51,15,Tottenham,21.8,8.5,2,BallTouch,Unsuccessful,21,,
